Episode    100  |  Step  1.9  |  Score   20.6  |  Loss   nan  |  Eps  1.00  |  Q   nan  |  Rem 1.56
Episode  86500  |  Step 30.0  |  Score  116.1  |  Loss 0.058  |  Eps  0.01  |  Q  99.4  |  Rem 1.29
Episode  86600  |  Step 30.0  |  Score  119.4  |  Loss 0.047  |  Eps  0.01  |  Q 100.0  |  Rem 1.20
Episode  86700  |  Step 30.1  |  Score  122.3  |  Loss 0.057  |  Eps  0.01  |  Q  98.7  |  Rem 1.20
Episode  86800  |  Step 30.0  |  Score  109.3  |  Loss 0.051  |  Eps  0.01  |  Q  96.7  |  Rem 1.48
Episode  86900  |  Step 30.0  |  Score  115.3  |  Loss 0.044  |  Eps  0.01  |  Q 101.2  |  Rem 1.43
Episode  87000  |  Step 30.0  |  Score   94.4  |  Loss 0.057  |  Eps  0.01  |  Q  95.4  |  Rem 2.09
Episode  87100  |  Step 30.0  |  Score  105.6  |  Loss 0.054  |  Eps  0.01  |  Q 101.2  |  Rem 1.64
Episode  87200  |  Step 30.0  |  Score  121.3  |  Loss 0.055  |  Eps  0.01  |  Q  99.2  |  Rem 1.12
Episode  87300  |  Step 30.2  |  Score  108.3  |  Loss 0.050  |  Eps  0.01  |  Q  96.1  |  Rem 1.44
Episode  87400  |  Step 29.9  |  Score   93.2  |  Loss 0.052  |  Eps  0.01  |  Q  99.2  |  Rem 1.57
Episode  87500  |  Step 29.9  |  Score  120.7  |  Loss 0.058  |  Eps  0.01  |  Q  98.1  |  Rem 1.21
Episode  87600  |  Step 30.1  |  Score  107.2  |  Loss 0.050  |  Eps  0.01  |  Q  98.7  |  Rem 1.61
Episode  87700  |  Step 29.9  |  Score  119.3  |  Loss 0.055  |  Eps  0.01  |  Q 100.3  |  Rem 1.20
Episode  87800  |  Step 30.0  |  Score  116.0  |  Loss 0.050  |  Eps  0.01  |  Q 100.2  |  Rem 1.29
Episode  87900  |  Step 30.0  |  Score  112.4  |  Loss 0.055  |  Eps  0.01  |  Q 102.8  |  Rem 1.43
Episode  88000  |  Step 29.9  |  Score  119.2  |  Loss 0.048  |  Eps  0.01  |  Q 104.4  |  Rem 1.21
Episode  88100  |  Step 30.4  |  Score  114.5  |  Loss 0.053  |  Eps  0.01  |  Q 100.9  |  Rem 1.39
Episode  88200  |  Step 30.5  |  Score  118.4  |  Loss 0.054  |  Eps  0.01  |  Q 100.5  |  Rem 1.23
Episode  88300  |  Step 30.5  |  Score  112.1  |  Loss 0.049  |  Eps  0.01  |  Q  95.0  |  Rem 1.35
Episode  88400  |  Step 30.5  |  Score  119.1  |  Loss 0.045  |  Eps  0.01  |  Q  99.4  |  Rem 1.33
Episode  88500  |  Step 30.5  |  Score  105.5  |  Loss 0.048  |  Eps  0.01  |  Q  95.2  |  Rem 1.73
Episode  88600  |  Step 30.5  |  Score  121.2  |  Loss 0.048  |  Eps  0.01  |  Q  99.3  |  Rem 1.21
Episode  88700  |  Step 30.5  |  Score  117.8  |  Loss 0.043  |  Eps  0.01  |  Q 100.3  |  Rem 1.31
Episode  88800  |  Step 30.5  |  Score  113.4  |  Loss 0.049  |  Eps  0.01  |  Q 101.4  |  Rem 1.35
Episode  88900  |  Step 30.4  |  Score  124.8  |  Loss 0.043  |  Eps  0.01  |  Q 101.8  |  Rem 1.07
Episode  89000  |  Step 30.4  |  Score  123.2  |  Loss 0.048  |  Eps  0.01  |  Q  95.7  |  Rem 1.11
Episode  89100  |  Step 30.6  |  Score  120.2  |  Loss 0.047  |  Eps  0.01  |  Q 100.3  |  Rem 1.16
Episode  89200  |  Step 30.5  |  Score   96.8  |  Loss 0.045  |  Eps  0.01  |  Q  98.7  |  Rem 2.01
Episode  89300  |  Step 30.5  |  Score  123.1  |  Loss 0.040  |  Eps  0.01  |  Q 100.2  |  Rem 1.15
Episode  89400  |  Step 30.6  |  Score  124.7  |  Loss 0.050  |  Eps  0.01  |  Q 100.7  |  Rem 1.11
Episode  89500  |  Step 30.6  |  Score  104.2  |  Loss 0.046  |  Eps  0.01  |  Q  95.0  |  Rem 1.73
Episode  89600  |  Step 30.5  |  Score  119.9  |  Loss 0.041  |  Eps  0.01  |  Q  97.9  |  Rem 1.21
Episode  89700  |  Step 30.5  |  Score  118.2  |  Loss 0.047  |  Eps  0.01  |  Q 100.3  |  Rem 1.25
Episode  89800  |  Step 30.4  |  Score  118.1  |  Loss 0.040  |  Eps  0.01  |  Q  99.6  |  Rem 1.24
Episode  89900  |  Step 30.5  |  Score  113.6  |  Loss 0.048  |  Eps  0.01  |  Q 101.5  |  Rem 1.32
Episode  90000  |  Step 30.5  |  Score  121.5  |  Loss 0.044  |  Eps  0.01  |  Q 100.2  |  Rem 1.16
Episode  90100  |  Step 30.4  |  Score  118.4  |  Loss 0.040  |  Eps  0.01  |  Q  99.0  |  Rem 1.20
Episode  90200  |  Step 30.6  |  Score  114.9  |  Loss 0.041  |  Eps  0.01  |  Q  97.4  |  Rem 1.35
Episode  90300  |  Step 30.5  |  Score  110.4  |  Loss 0.044  |  Eps  0.01  |  Q  99.7  |  Rem 1.37
Episode  90400  |  Step 30.5  |  Score  122.5  |  Loss 0.044  |  Eps  0.01  |  Q 100.6  |  Rem 1.23
Episode  90500  |  Step 30.5  |  Score  117.9  |  Loss 0.041  |  Eps  0.01  |  Q 101.3  |  Rem 1.31
Episode  90600  |  Step 30.4  |  Score  119.4  |  Loss 0.040  |  Eps  0.01  |  Q 100.2  |  Rem 1.27
Episode  90700  |  Step 30.4  |  Score  113.4  |  Loss 0.041  |  Eps  0.01  |  Q  97.8  |  Rem 1.33
Episode  90800  |  Step 30.5  |  Score  109.2  |  Loss 0.039  |  Eps  0.01  |  Q  98.8  |  Rem 1.35
Episode  90900  |  Step 30.5  |  Score   99.7  |  Loss 0.042  |  Eps  0.01  |  Q  97.2  |  Rem 1.55
Episode  91000  |  Step 30.5  |  Score  119.9  |  Loss 0.046  |  Eps  0.01  |  Q 102.8  |  Rem 1.20
Episode  91100  |  Step 30.5  |  Score  113.7  |  Loss 0.039  |  Eps  0.01  |  Q  97.0  |  Rem 1.29
Episode  91200  |  Step 30.5  |  Score  121.6  |  Loss 0.041  |  Eps  0.01  |  Q  98.6  |  Rem 1.16
Episode  91300  |  Step 30.6  |  Score  117.4  |  Loss 0.037  |  Eps  0.01  |  Q  99.9  |  Rem 1.16
Episode  91400  |  Step 30.5  |  Score  115.6  |  Loss 0.042  |  Eps  0.01  |  Q  98.8  |  Rem 1.23
Episode  91500  |  Step 30.5  |  Score  109.9  |  Loss 0.040  |  Eps  0.01  |  Q  98.2  |  Rem 1.47
Episode  91600  |  Step 30.5  |  Score  119.2  |  Loss 0.043  |  Eps  0.01  |  Q  97.4  |  Rem 1.32
Episode  91700  |  Step 30.4  |  Score  112.8  |  Loss 0.041  |  Eps  0.01  |  Q  98.8  |  Rem 1.44
Episode  91800  |  Step 30.6  |  Score  116.6  |  Loss 0.038  |  Eps  0.01  |  Q  99.4  |  Rem 1.29
Episode  91900  |  Step 30.5  |  Score  119.7  |  Loss 0.044  |  Eps  0.01  |  Q 102.3  |  Rem 1.23
Episode  92000  |  Step 30.4  |  Score  119.2  |  Loss 0.037  |  Eps  0.01  |  Q  96.7  |  Rem 1.31
Episode  92100  |  Step 30.6  |  Score  108.4  |  Loss 0.041  |  Eps  0.01  |  Q  95.7  |  Rem 1.49
Episode  92200  |  Step 30.5  |  Score  116.7  |  Loss 0.043  |  Eps  0.01  |  Q  99.1  |  Rem 1.27
Episode  92300  |  Step 30.5  |  Score  122.9  |  Loss 0.046  |  Eps  0.01  |  Q 100.6  |  Rem 1.16
Episode  92400  |  Step 30.6  |  Score  116.0  |  Loss 0.043  |  Eps  0.01  |  Q  98.7  |  Rem 1.40
Episode  92500  |  Step 30.5  |  Score  116.1  |  Loss 0.037  |  Eps  0.01  |  Q  99.0  |  Rem 1.37
Episode  92600  |  Step 30.5  |  Score  121.5  |  Loss 0.033  |  Eps  0.01  |  Q 100.3  |  Rem 1.17
Episode  92700  |  Step 30.4  |  Score  119.5  |  Loss 0.040  |  Eps  0.01  |  Q 101.8  |  Rem 1.25
Episode  92800  |  Step 30.5  |  Score  119.5  |  Loss 0.041  |  Eps  0.01  |  Q  97.2  |  Rem 1.27
Episode  92900  |  Step 30.6  |  Score  122.1  |  Loss 0.039  |  Eps  0.01  |  Q 100.2  |  Rem 1.08
Episode  93000  |  Step 30.5  |  Score  115.0  |  Loss 0.036  |  Eps  0.01  |  Q 100.8  |  Rem 1.32
Episode  93100  |  Step 30.5  |  Score  109.0  |  Loss 0.043  |  Eps  0.01  |  Q  98.9  |  Rem 1.39
Episode  93200  |  Step 30.4  |  Score  112.1  |  Loss 0.039  |  Eps  0.01  |  Q  95.6  |  Rem 1.32
Episode  93300  |  Step 30.5  |  Score  124.8  |  Loss 0.042  |  Eps  0.01  |  Q  99.9  |  Rem 1.08
Episode  93400  |  Step 30.5  |  Score  123.2  |  Loss 0.038  |  Eps  0.01  |  Q  99.8  |  Rem 1.12
Episode  93500  |  Step 30.5  |  Score  118.5  |  Loss 0.040  |  Eps  0.01  |  Q 101.5  |  Rem 1.21
Episode  93600  |  Step 30.6  |  Score  115.8  |  Loss 0.039  |  Eps  0.01  |  Q  99.9  |  Rem 1.20
Episode  93700  |  Step 30.6  |  Score  123.2  |  Loss 0.040  |  Eps  0.01  |  Q  99.5  |  Rem 1.13
Episode  93800  |  Step 30.4  |  Score  127.9  |  Loss 0.038  |  Eps  0.01  |  Q 100.4  |  Rem 1.03
Episode  93900  |  Step 30.4  |  Score  115.0  |  Loss 0.033  |  Eps  0.01  |  Q 100.8  |  Rem 1.29
Episode  94000  |  Step 30.5  |  Score  117.0  |  Loss 0.038  |  Eps  0.01  |  Q 100.1  |  Rem 1.21
Episode  94100  |  Step 31.0  |  Score  119.7  |  Loss 0.036  |  Eps  0.01  |  Q  97.1  |  Rem 1.32
Episode  94200  |  Step 31.0  |  Score  123.6  |  Loss 0.037  |  Eps  0.01  |  Q  98.7  |  Rem 1.13
Episode  94300  |  Step 31.0  |  Score  117.1  |  Loss 0.036  |  Eps  0.01  |  Q  98.3  |  Rem 1.28
Episode  94400  |  Step 31.0  |  Score  123.7  |  Loss 0.035  |  Eps  0.01  |  Q 100.7  |  Rem 1.12
Episode  94500  |  Step 31.0  |  Score  121.9  |  Loss 0.032  |  Eps  0.01  |  Q  99.2  |  Rem 1.19
Episode  94600  |  Step 31.0  |  Score  117.7  |  Loss 0.035  |  Eps  0.01  |  Q  99.2  |  Rem 1.19
Episode  94700  |  Step 31.0  |  Score  119.1  |  Loss 0.041  |  Eps  0.01  |  Q  98.3  |  Rem 1.19
Episode  94800  |  Step 31.0  |  Score  117.6  |  Loss 0.038  |  Eps  0.01  |  Q 101.5  |  Rem 1.20
Episode  94900  |  Step 31.0  |  Score  124.9  |  Loss 0.034  |  Eps  0.01  |  Q 103.2  |  Rem 1.15
Episode  95000  |  Step 31.0  |  Score  120.8  |  Loss 0.030  |  Eps  0.01  |  Q 101.7  |  Rem 1.13
Episode  95100  |  Step 31.0  |  Score  120.7  |  Loss 0.034  |  Eps  0.01  |  Q 101.7  |  Rem 1.15
Episode  95200  |  Step 31.0  |  Score  122.2  |  Loss 0.032  |  Eps  0.01  |  Q 101.6  |  Rem 1.13
Episode  95300  |  Step 31.0  |  Score   77.6  |  Loss 0.039  |  Eps  0.01  |  Q  90.5  |  Rem 2.03
Episode  95400  |  Step 31.0  |  Score   65.4  |  Loss 0.038  |  Eps  0.01  |  Q  94.5  |  Rem 2.44
Episode  95500  |  Step 31.0  |  Score  110.6  |  Loss 0.036  |  Eps  0.01  |  Q  99.8  |  Rem 1.44
Episode  95600  |  Step 31.0  |  Score  117.1  |  Loss 0.040  |  Eps  0.01  |  Q  99.2  |  Rem 1.28
Episode  95700  |  Step 31.0  |  Score  111.6  |  Loss 0.043  |  Eps  0.01  |  Q  94.5  |  Rem 1.49
Episode  95800  |  Step 31.0  |  Score  109.8  |  Loss 0.042  |  Eps  0.01  |  Q 103.4  |  Rem 1.57
Episode  95900  |  Step 31.0  |  Score  113.3  |  Loss 0.038  |  Eps  0.01  |  Q 107.8  |  Rem 1.45
Episode  96000  |  Step 31.0  |  Score  120.6  |  Loss 0.037  |  Eps  0.01  |  Q 112.2  |  Rem 1.17
Episode  96100  |  Step 31.0  |  Score  118.8  |  Loss 0.038  |  Eps  0.01  |  Q 103.6  |  Rem 1.23
Episode  96200  |  Step 31.0  |  Score  125.1  |  Loss 0.039  |  Eps  0.01  |  Q 104.4  |  Rem 1.12
Episode  96300  |  Step 31.0  |  Score  117.3  |  Loss 0.038  |  Eps  0.01  |  Q 107.3  |  Rem 1.25
Episode  96400  |  Step 31.0  |  Score  130.0  |  Loss 0.038  |  Eps  0.01  |  Q 104.3  |  Rem 1.00
Episode  96500  |  Step 31.0  |  Score   84.0  |  Loss 0.038  |  Eps  0.01  |  Q  97.3  |  Rem 1.91
Episode  96600  |  Step 31.0  |  Score   72.7  |  Loss 0.041  |  Eps  0.01  |  Q  99.3  |  Rem 2.61
Episode  96700  |  Step 31.0  |  Score  113.4  |  Loss 0.045  |  Eps  0.01  |  Q 108.9  |  Rem 1.43
Episode  96800  |  Step 31.0  |  Score  117.0  |  Loss 0.043  |  Eps  0.01  |  Q 102.5  |  Rem 1.29
Episode  96900  |  Step 31.0  |  Score  113.1  |  Loss 0.046  |  Eps  0.01  |  Q 104.6  |  Rem 1.48
Episode  97000  |  Step 31.0  |  Score  121.4  |  Loss 0.040  |  Eps  0.01  |  Q 112.9  |  Rem 1.27
Episode  97100  |  Step 31.0  |  Score  121.6  |  Loss 0.045  |  Eps  0.01  |  Q 102.2  |  Rem 1.24
Episode  97200  |  Step 31.0  |  Score  123.3  |  Loss 0.041  |  Eps  0.01  |  Q 107.3  |  Rem 1.19
Episode  97300  |  Step 31.0  |  Score  112.4  |  Loss 0.040  |  Eps  0.01  |  Q 113.5  |  Rem 1.36
Episode  97400  |  Step 31.0  |  Score  124.0  |  Loss 0.039  |  Eps  0.01  |  Q 109.0  |  Rem 1.07
Episode  97500  |  Step 31.0  |  Score   90.9  |  Loss 0.041  |  Eps  0.01  |  Q 103.6  |  Rem 1.92
Episode  97600  |  Step 31.0  |  Score  120.6  |  Loss 0.040  |  Eps  0.01  |  Q 113.8  |  Rem 1.17
Episode  97700  |  Step 31.0  |  Score  118.1  |  Loss 0.041  |  Eps  0.01  |  Q 107.8  |  Rem 1.35
Episode  97800  |  Step 31.0  |  Score  120.3  |  Loss 0.037  |  Eps  0.01  |  Q 104.3  |  Rem 1.21
Episode  97900  |  Step 31.0  |  Score  122.2  |  Loss 0.038  |  Eps  0.01  |  Q 109.6  |  Rem 1.13
Episode  98000  |  Step 31.0  |  Score  114.2  |  Loss 0.040  |  Eps  0.01  |  Q  98.0  |  Rem 1.31
Episode  98100  |  Step 31.0  |  Score  120.4  |  Loss 0.036  |  Eps  0.01  |  Q 103.1  |  Rem 1.20
Episode  98200  |  Step 31.0  |  Score  118.9  |  Loss 0.033  |  Eps  0.01  |  Q 104.8  |  Rem 1.21
Episode  98300  |  Step 31.0  |  Score  124.0  |  Loss 0.038  |  Eps  0.01  |  Q 103.5  |  Rem 1.07
Episode  98400  |  Step 31.0  |  Score  117.2  |  Loss 0.037  |  Eps  0.01  |  Q 103.6  |  Rem 1.27
Episode  98500  |  Step 31.0  |  Score  115.2  |  Loss 0.041  |  Eps  0.01  |  Q 106.6  |  Rem 1.37
Episode  98600  |  Step 31.0  |  Score  120.2  |  Loss 0.042  |  Eps  0.01  |  Q 106.9  |  Rem 1.24
Episode  98700  |  Step 31.0  |  Score  121.6  |  Loss 0.032  |  Eps  0.01  |  Q 106.6  |  Rem 1.23
Episode  98800  |  Step 31.0  |  Score  117.5  |  Loss 0.038  |  Eps  0.01  |  Q 106.3  |  Rem 1.21
Episode  98900  |  Step 31.0  |  Score  120.5  |  Loss 0.037  |  Eps  0.01  |  Q 103.4  |  Rem 1.19
Episode  99000  |  Step 31.0  |  Score  114.0  |  Loss 0.043  |  Eps  0.01  |  Q  98.1  |  Rem 1.33
Episode  99100  |  Step 31.0  |  Score  119.8  |  Loss 0.037  |  Eps  0.01  |  Q 103.2  |  Rem 1.31
Episode  99200  |  Step 31.0  |  Score  122.2  |  Loss 0.035  |  Eps  0.01  |  Q 102.7  |  Rem 1.13
Episode  99300  |  Step 31.0  |  Score  128.4  |  Loss 0.036  |  Eps  0.01  |  Q 105.8  |  Rem 1.03
Episode  99400  |  Step 31.0  |  Score  120.1  |  Loss 0.035  |  Eps  0.01  |  Q 106.2  |  Rem 1.25
Episode  99500  |  Step 31.0  |  Score   91.8  |  Loss 0.036  |  Eps  0.01  |  Q  97.4  |  Rem 2.71
Episode  99600  |  Step 31.0  |  Score  116.5  |  Loss 0.037  |  Eps  0.01  |  Q 103.8  |  Rem 1.39
Episode  99700  |  Step 31.0  |  Score  118.8  |  Loss 0.034  |  Eps  0.01  |  Q 104.5  |  Rem 1.23
Episode  99800  |  Step 31.0  |  Score  125.1  |  Loss 0.038  |  Eps  0.01  |  Q 105.6  |  Rem 1.12
Episode  99900  |  Step 31.0  |  Score  120.5  |  Loss 0.034  |  Eps  0.01  |  Q 103.2  |  Rem 1.19
Episode 100000  |  Step 31.0  |  Score   99.7  |  Loss 0.040  |  Eps  0.01  |  Q  95.7  |  Rem 1.61
Least Rem 1.00  ( Episode 96400 )
